"","V1","V2","V3","V4"
"34",-3.52734831113718,-3.62831950536144,-3.2250739043149,-4.41919382895541
"35",-1.35350422547483,-3.78682985026781,-2.39606972264569,-6.68718313919209
"36",-2.38629599693875,-4.73275772879424,-3.6903019279577,-3.8119301490385
"37",-2.9396928031546,-5.2750255948762,-3.32180865541303,-6.60557915445453
"38",-2.00014765332114,-5.59072168242522,-2.73252082219027,-5.32071351130665
"39",-2.8541480516785,-4.82597883506676,-1.39337338482677,-3.97243404207624
"40",-2.54633833024185,-4.76056056573928,-5.29985534268773,-4.50672848680362
"41",-1.97953757956705,-4.32097944390854,-2.65632642443294,-4.55634668625829
"42",-1.52595129211204,-4.66867826496291,-3.37849129000941,-5.15495418119399
"43",-2.6179406699341,-3.52571645229297,-3.20640555454819,-5.57976086761109
"44",-2.48508407945317,-3.54585057354926,-1.67199074516604,-4.49986045259613
"45",-0.338391863640103,-4.67057249425007,-2.62324313765395,-6.43277926272614
"46",-0.0668306362904927,-4.33003611736094,-3.25788589515342,-6.44841542104648
"47",-1.2442821961718,-3.46674568378154,-3.9220352484413,-4.73758603053698
"48",-2.07309042211442,-4.54359653598328,-4.73202372565701,-4.39026437263761
"49",-0.0871017739148137,-5.41612858547413,-1.38967039889579,-4.75830414755908
"50",-2.64611751725665,-1.98496408111823,-2.31703638224414,-3.83160682017907
"51",-2.27161773642445,-3.28494875029675,-3.55238057462337,-5.21881631110525
"52",-2.09893719174541,-3.9678228262313,-3.22793042252972,-4.26070904878484
"53",-2.79258536066069,-2.41720755329877,-3.33153905488227,-3.96548932650433
"54",-2.40418346298894,-3.40860341395337,-1.99584628648735,-4.49674685298987
"55",-0.847611749092679,-4.3121501004202,-3.23090759382249,-5.11919828858885
"56",-2.01258008728432,-5.68561651891316,-4.54160144749847,-5.49255574187117
"57",-2.59413090326247,-4.78602797157376,-5.26348110632445,-5.92366889401472
"58",-2.99084924700779,-6.27371985189864,-3.46421844240572,-5.51262340668823
"59",-3.61067219104176,-5.20701020643811,-3.56189285708651,-5.06077909354785
"60",-2.21170827367998,-4.13163325974739,-4.67937669933239,-4.4271207922733
"61",-0.0639634220893495,5.26264188972219,-0.620009544380528,5.43698403617075
"62",-3.54859339176076,4.86629605471794,-1.80757461770692,5.43286373651697
"63",0.0528284249685678,7.17076204591852,-2.52996166087152,4.90410896888922
"64",-3.00089729485127,6.05430274916445,-0.635016021901911,5.20423220804062
"65",-2.27825195596493,5.50908119325096,-2.6006395150498,6.7901250202865
"66",-1.99231659968703,4.75725698131434,-1.35824539888404,4.40337701191612
"67",-3.35268447913788,4.27370158584392,-0.851564456364415,6.5906696952864
"68",-2.9503647826281,4.75150975602991,-1.04353398271391,4.77815698346325
"69",-3.44357309559103,4.80137783660902,-3.542236069953,3.99853959902251
"70",-3.55507040377976,5.73837560544372,0.658015154579709,5.33861967115678
"71",-3.88480850659745,5.1281384475838,-2.42990132854926,5.61678526354591
"72",-4.35683606842958,5.25200911917185,-1.72746532987966,4.11685240081531
"73",-1.50736936435518,5.98414599778038,-1.54003517190691,5.7113357923906
"74",-5.26546832611723,3.47028321965902,-1.42769241793264,3.7744627838236
"75",-1.86401836528887,5.60895738440084,-1.83232100638199,4.86347628882143
"76",-4.50181234013629,4.45403236128605,-2.58246362108006,6.79139593339792
"77",-2.35885650311938,5.26794602061561,-0.217723155673468,5.89664925345729
"78",-3.39134823861866,4.2327002293086,-2.57501114606613,4.66082049848079
"79",-1.97810233196682,5.76787942064894,-1.16038004134658,5.0040017915103
"80",-3.24259645934774,5.13720311296424,-1.37149060707149,6.03458872949162
"81",-3.70677471025336,4.55302633615975,-1.88644598245522,4.6295629060583
"82",-1.57047921646731,6.20965641255644,-2.00644239663728,4.84653888694299
"83",-2.48667599919163,5.78926064834544,-1.33588816130318,4.6226742588871
"84",-4.65323624114956,4.34963630081436,-1.70264138150438,4.26822333633861
"85",-4.12892495115108,5.90144273043316,-4.09478837796254,4.77151374247198
"86",-0.602980006865306,7.49425943583922,0.272683482109928,5.7570741237432
"87",-2.5367060806308,5.11377461109797,-1.54577124222583,4.4454128496333
"88",-3.06045263310403,5.4079298659671,-1.85422175400751,5.12577612577225
"89",-2.13550955546459,6.21443044548802,-2.89520557890592,5.07621655172029
"90",-2.75466958940098,3.9087710107294,-3.45648308201244,4.5224425122367
