"","V1","V2"
"67",-3.16981814825289,-4.63643939013766
"68",-2.55160400357645,-3.1191987014001
"69",-3.42143503907201,-1.18925280034074
"70",-3.31684380245078,-2.55306623311356
"71",-2.02931128518319,-3.8755638784072
"72",-2.67328154295192,-3.86268261449271
"73",-1.24127432836372,-3.89451287006043
"74",-0.892316603284834,-3.59001075664497
"75",-1.13056599727385,-2.63513595271714
"76",-2.67925966742218,-3.57760566067949
"77",0.886435065872973,-2.67839884927063
"78",-2.53904938709214,-3.87552273193975
"79",-1.05451267842421,-2.33029941307721
"80",-2.12762249357757,-2.99108281347997
"81",-3.121856394546,-2.95585070435569
"82",-0.401384377320528,-4.32465795042348
"83",-1.36236563233329,-2.32989879590674
"84",-3.13178040266685,-2.0094566487907
"85",-1.66558813936479,-2.39964674578347
"86",-2.13588945486743,-2.36521135030847
"87",-3.4368319482281,-3.45696504153391
"88",-3.48188953054415,-3.23717914809604
"89",-0.71068934796454,-1.39219160808204
"90",-1.1340151916108,-2.88742912731165
"91",0.742817801421757,-0.618081987275875
"92",-0.262504704147805,-0.379595179858661
"93",0.602266370023116,-0.0395248637788688
"94",1.00017799066486,2.05367052389786
"95",0.430860233342416,1.31058485695658
"96",2.19461583625213,1.19339334078454
"97",0.622071805827401,-0.274815498076628
"98",2.32199165368695,2.81127371239473
"99",3.9021126449704,1.96695782218147
"100",1.2198722878285,1.53006544432462
"101",3.44932033857449,2.46297099896218
"102",1.62968621318663,0.467055812060603
"103",0.721474174773225,-0.341388484437845
"104",1.20208271521821,-0.162764378611512
"105",1.3050538717876,1.15190996661915
"106",2.97677088431309,0.144947612730852
"107",2.20691592364008,0.833545226555679
"108",1.60785424357055,1.64154362968221
"109",0.869514942039996,1.11029036566353
"110",2.56250085147206,2.44342229488945
"111",3.32961734022404,1.91929758335323
"112",3.6116664499934,1.19999512608031
"113",-1.43488777158384,-1.13448347234091
"114",1.99714876922205,-0.462390781839137
"115",0.852912388646422,0.304385647216829
"116",4.23257056095085,2.31968364463336
"117",2.7058203158446,1.20986341361044
"118",4.17666378760731,2.28286015498208
"119",1.9935604836259,0.746045279370231
"120",1.08407383862977,1.34065022513458
"121",1.00824680220351,0.909619822868732
"122",1.05108391857832,0.122109506382065
"123",2.60148041894936,-0.132195839247933
"124",3.02843933218603,2.16798362828852
"125",-0.149057685540002,-0.78046651929846
"126",2.66493605489293,1.68901278392958
"127",2.11341361916018,1.17174167339352
"128",1.67047832313674,0.994885531826362
"129",3.04531269463155,2.03896807601003
"130",1.34638015435447,0.451746210124248
"131",1.73504711559633,1.01206705783132
"132",1.19148340505479,0.0262405164022791
"133",0.589105098095582,-0.825970917344074
"134",2.28370607232535,1.61187862596994
"135",3.73478513613151,0.496318558327267
"136",1.57083660992952,0.791986493167528
"137",3.08227410737597,1.1575193303132
"138",2.10155081757297,1.42375452077342
"139",2.77991871396663,1.0960577525502
"140",4.21530620198968,2.34241917412491
"141",2.71044706353428,0.537888338617052
"142",2.40762778891098,0.697239771678866
"143",1.97086357128683,0.181652148272854
"144",2.02284334676757,1.33976741588639
"145",3.73090972223327,1.08618385925504
"146",3.36542943961657,1.48631194503714
"147",3.52461469616966,2.37350541742967
"148",0.297216797445898,1.63937740295654
"149",4.59972223395374,1.65855372362455
"150",1.58719548007124,0.0506280623880501
"151",5.23363630949697,-0.364257849251981
"152",6.60720983230893,-2.16203143003317
"153",4.16389374636021,-0.212984688410675
"154",5.57427700696241,-1.29211777664433
"155",6.20410843529619,-2.20181419207172
"156",4.44225504090717,-2.07519540118189
"157",2.71866634778514,-0.707826518680825
"158",5.39435969798349,-2.10054682065195
"159",6.16847530625184,-2.03954934301466
"160",5.19602771514304,-1.43380804386226
"161",3.88924589775167,-0.277044278629287
"162",4.80312736715944,-1.70183000137008
"163",3.55430763824265,-2.98674043297828
"164",6.46579638491436,-3.6499880252001
"165",5.54984431864265,-2.8605167565053
"166",7.30194140215182,-4.43020206011631
"167",4.91420812618843,-2.30804999526074
"168",4.70612557017718,-0.449178965570571
"169",4.93148985034081,-3.31248635954352
"170",4.05073387698974,-1.37912118389206
"171",3.89413875835287,-1.54894039883848
"172",6.69773176363936,-0.739921984361067
"173",5.32191143386453,-1.25278200979303
"174",6.61555729362196,-3.19865172490642
"175",5.16963104375398,-2.21997750081926
"176",1.12399223578807,-3.0149101909355
"177",6.11714443607636,-3.21188585568107
"178",6.06101813822432,-0.849157517118858
"179",6.96643188670855,-4.0685338882458
"180",1.30844602504049,-1.90308406219472
"181",3.24820951277197,-0.174699688125917
"182",4.77627091694667,-1.63380818478476
"183",3.95457334082773,-1.65209397980336
"184",3.93568523418171,-0.865700212214682
"185",6.476535603268,-3.11280818570028
"186",6.36545890975224,-3.1400858948385
"187",6.99843732723248,-1.51470782229525
"188",3.47882452554417,-1.98561510031642
"189",6.09440068142719,-3.39439985969069
"190",5.55664839666037,-1.60184902487289
"191",5.28598231259235,-0.0815664952366275
"192",3.4128770311219,-2.0168084735826
"193",6.7006469710477,-1.32963527594432
"194",3.51008013936182,-1.66937081493656
"195",3.45936113751925,-2.98602270419123
"196",4.22246148336084,-1.43522444374351
"197",3.70986379394015,-0.686431676966017
"198",1.96089666143173,-2.47419871063244
"199",3.72738726686836,-1.53292349007749
"200",4.48766027986907,-1.40566977334878
"201",7.6924770098599,-2.26642049039625
"202",6.07725126755999,-0.531966088912235
"203",6.52167349318611,-0.626344695299587
"204",4.68377939702653,-3.5152014218088
"205",6.26792020535293,-0.371393110235508
"206",5.64934110473037,-2.76409779429353
"207",4.35108421470664,-1.48584583310209
"208",6.59443522332608,-3.41446147384471
"209",4.85168836997311,-0.459893352888087
"210",6.95827996998555,-2.59320750352847
"211",4.6544483554895,-3.00102962932608
"212",4.79338599403699,-0.408328822358154
"213",5.69508345510535,-0.97558132147306
"214",4.94288602414189,-4.31914685329119
"215",9.03781383757097,-0.520640944514377
"216",4.68373917975435,-1.45093246343955
"217",7.11771963963289,-1.06458615978318
"218",3.37716790310217,-0.88267980033289
"219",3.82473635895952,-3.12515403971153
"220",4.68846547207681,-3.05346853928738
"221",3.60884671850148,-2.77237862040107
"222",4.76849150853574,-0.941188849111778
"223",4.84570248803814,-1.19267744023309
"224",5.33792511128772,-1.29831214349813
"225",3.04980489299536,-2.61325036659297
"226",6.69171937989272,-1.89175706696612
"227",4.84612918185167,-3.37650821630249
"228",6.78627278569707,-1.01288821532805
"229",6.1200817049007,-3.07054009438889
"230",4.48327346828642,-2.1996862825591
"231",6.3997292972451,-2.68780760347856
"232",6.38747101285945,-2.5483076722392
"233",2.84365573256975,-0.821024504059515
"234",5.60592418877522,-3.28859313611764
"235",2.08630160013828,-2.33481356469793
"236",1.92212159222556,-2.65041809890316
"237",5.35486305719952,-2.64717591485917
"238",4.48513062460955,-1.00314654988286
"239",5.1172653428283,-1.87460190953788
"240",4.47445699697413,-0.605942046806943
"241",5.01265279819616,-0.99916409088099
"242",5.60547013528811,-3.54502497528929
"243",6.30853733279511,-1.96241926207379
"244",4.34347074541363,-1.9208161477997
"245",5.66156697392009,-1.75442607691113
"246",3.1910284453634,0.613740976210806
"247",5.72801556496351,-3.09674708287814
"248",6.75367070700727,-2.65301479485935
"249",7.8234694019585,-1.67062357147205
"250",8.04564396807395,-2.86314899737101
"251",4.05931902925103,-4.77283904756557
"252",3.40973562042305,-3.33959280504846
"253",5.0341327005201,-1.20772392699562
"254",2.97690789230836,-5.07708059303335
"255",5.87501402556901,-0.443125909340375
"256",1.94857899649659,-0.992809870140403
"257",3.8534065487212,-1.24982569406958
"258",4.00909494154854,-3.25817334251013
"259",6.2664669228354,-2.23785636778784
"260",4.61449660909917,-0.614789804757084
"261",5.81098982301327,-1.85693428400329
"262",4.60917940021929,-4.85103085383777
"263",5.3958110187241,-3.10178571002461
"264",5.6830493517236,-2.40307250743642
"265",3.93787771096299,-3.6712293835769
"266",3.70627885072192,-3.15276227012748
"267",5.23285832889721,-2.37635578724274
"268",5.69195408044409,-2.39821474406227
"269",6.41015714954793,-1.96019570563042
"270",4.9845430679608,-1.08015512856312
"271",6.7254565887831,-1.74536160952863
"272",3.22920191780233,-2.1753929841678
"273",5.03226258742539,-2.33241059820567
"274",6.22213887309227,-1.64931692254537
"275",3.99029581380326,-1.58010244590042
"276",5.23522248555319,-2.32375190462494
"277",4.65775818828763,-2.33452808009647
"278",8.30584901790515,-3.0346151738009
"279",5.51444279840343,-2.88348880918362
"280",5.70488536414199,-1.87278249123772
"281",3.36518898953419,-1.6372012147145
"282",5.83714922048736,-1.92857630602378
"283",7.27555679858868,-2.40406996185045
"284",7.0735208125,-1.49368934612048
"285",6.54613060869857,-1.51216190467242
"286",4.22815566984822,-1.60010766311475
"287",5.9765369599902,-2.00341264372156
"288",4.14304880248156,-3.53547142116138
"289",7.39566999743603,-3.22788047523153
"290",2.90925204437313,-2.907214212303
"291",5.98808211778013,-1.69040954475321
"292",5.70437352710922,-2.02062916837895
"293",4.09565922297377,0.41367929069636
"294",5.84042692203391,-1.27183641713951
"295",4.72619291041017,-0.799325271526604
"296",4.36220826188067,-1.58661152843503
"297",5.06974577588954,-2.74495515563685
"298",4.835652321818,-2.52112544335476
"299",3.97356506846824,-1.47434467764464
"300",5.41655548311824,-2.25453732354776
