"","a1","a2"
"91",3.61276557855308,0.875768058001995
"92",1.05805769562721,3.43069955334067
"93",-2.35314645990729,-2.90969307534397
"94",2.33499885164201,2.51858823932707
"95",-3.6579447761178,0.01835254766047
"96",-3.3268386144191,0.861535046249628
"97",-2.49908596463501,1.97289689816535
"98",1.56261439062655,2.76173342578113
"99",-2.0392552819103,2.51401931792498
"100",-1.31730837374926,3.00008363090456
"101",2.94885235279799,2.14044048823416
"102",3.1422018520534,2.20251336321235
"103",-2.11974726803601,-2.92702531255782
"104",-3.37069760449231,-0.205717742443085
"105",2.35954454354942,-2.24363563582301
"106",3.01938307844102,-1.78566789254546
"107",1.43944728001952,-2.90871491841972
"108",0.640402840450406,3.92318140529096
"109",1.87518603727221,-2.67427741549909
"110",2.49720030464232,-2.82039264030755
"111",-3.11713791638613,-0.731409903615713
"112",-0.0643677469342947,-3.90784519910812
"113",-0.181713106110692,3.31299659982324
"114",2.50067964009941,-2.13240363635123
"115",2.81397880427539,-1.86360116861761
"116",0.819811092689633,3.34308964572847
"117",2.89797815494239,-1.84756200015545
"118",-0.90014217980206,-3.16782077401876
"119",-3.28801378421485,-0.798468057066202
"120",-3.65865292772651,0.960697129368782
"121",3.71849057450891,1.25313013233244
"122",-3.7868283893913,-0.285664381459355
"123",3.39358769915998,0.668629972264171
"124",-3.40473790839314,1.87853815406561
"125",3.69489054009318,-0.906491205096245
"126",3.13566187396646,0.766249468550086
"127",-3.25300789065659,-0.291285717859864
"128",3.24156710132957,1.41798206605017
"129",1.86756098084152,-2.68965926207602
"130",2.54848311468959,-2.33986676484346
"131",-3.35231703333557,-2.00333113409579
"132",-3.49809972569346,-1.86492939852178
"133",-3.36039436422288,-1.16991839930415
"134",0.727273102849722,-3.48895177990198
"135",2.89074042998254,-1.906304795295
"136",3.48533406481147,-1.7233374658972
"137",-1.66719090752304,-3.38951401971281
"138",3.56098467484117,-1.22887264564633
"139",-3.0913850273937,1.49520253203809
"140",2.83589191362262,2.79952448233962
"141",-3.30401403270662,-1.66166040673852
"142",-0.270250774919987,-3.70781633630395
"143",-1.22068518213928,-3.3537376858294
"144",-1.77596697956324,-3.46606052294374
"145",-3.34272778220475,-0.582278417423368
"146",3.34285391680896,2.01554060541093
"147",-3.79719682969153,0.739360412582755
"148",2.88965853117406,2.36471047997475
"149",2.89415304362774,1.85705812647939
"150",1.61234366707504,-3.04795692116022
"151",0.8356455527246,3.33258330635726
"152",1.19741716049612,2.93498411402106
"153",-1.87607964500785,-3.47470684722066
"154",3.53808406740427,0.496858958154917
"155",2.55403893068433,2.85092366486788
"156",-4.43884305655956,-6.20038738939911
"157",-5.34397124778479,5.4869045689702
"158",7.02790801879019,0.0849927449598908
"159",-7.45684192981571,-0.388761116191745
"160",1.68534862343222,-7.19936153385788
"161",-0.63223360106349,-6.6151607176289
"162",-6.85273468494415,-2.81266229692847
"163",-3.82427072152495,5.32454948406667
"164",2.23438045475632,-6.71887911856174
"165",5.28838506434113,5.3582858806476
"166",-4.60907639469951,-5.78515624627471
"167",-3.18392413668334,-6.82715215254575
"168",-3.23046967852861,-6.76684957463294
"169",6.71964757144451,-2.67196186818182
"170",-0.00900974031537771,6.99439608026296
"171",3.90208671335131,-5.13637335970998
"172",-0.728708798997104,-6.7929052002728
"173",5.65594347659498,-4.31415286846459
"174",-2.79050360433757,5.86091022007167
"175",4.56636340357363,-6.12609416246414
"176",7.47744575608522,0.458252243697643
"177",-3.7076721759513,-6.26527971122414
"178",6.09840759076178,3.49955713376403
"179",-6.94744570646435,1.89046475104988
"180",-6.62654436659068,2.27867397479713
"181",-5.80759348347783,-3.28052415512502
"182",-1.60771418828517,6.30823937244713
"183",6.75431070383638,3.52452024351805
"184",-4.40115615259856,-5.46656329184771
"185",-1.39066046103835,6.58762345090508
"186",-4.83941318467259,5.54778633639216
"187",-0.0339904567226768,-7.30638282373548
"188",-4.86012305133045,-4.62916523218155
"189",-0.812030099332333,6.61893755663186
"190",6.33563032839447,0.771211329847574
"191",5.94603347126395,-4.04575446154922
"192",5.32041340600699,-3.86583555024117
"193",3.00495648290962,5.60920722782612
"194",-6.63986389059573,1.75565904006362
"195",-6.47695195861161,-1.85243755113333
"196",2.76591160800308,-6.79145462810993
"197",7.31985656544566,0.958416792564094
"198",3.18533109501004,-5.73837072588503
"199",6.42952205147594,-2.40323283243924
"200",-1.16783175617456,7.11874124594033
"201",-5.10704536456615,-5.08348883129656
"202",-5.82897801417857,-5.02411743160337
"203",1.96611071005464,6.54154986608773
"204",5.17765744589269,-4.82824375852942
"205",1.02637693751603,6.92155317403376
"206",4.30887966416776,-5.70201743394136
"207",2.48306383844465,6.5092604374513
"208",6.72131346073002,2.42107742931694
"209",-5.21689931862056,-5.71672007907182
"210",-5.13906002510339,4.63933505583555
"211",5.21673629526049,-3.97192039061338
"212",-0.0519741838797927,-6.69640398584306
"213",-2.99258050043136,6.06743542011827
"214",6.39298348687589,4.03929783031344
"215",-0.160960108041763,7.26509233005345
"216",4.92353784386069,-4.92447190452367
"217",1.71965945046395,-6.72725255135447
"218",1.93693678360432,6.47066561039537
"219",-7.26850472856313,-1.37744547333568
"220",-5.60513952281326,-4.93585941847414
"221",7.01737377792597,1.55664746183902
"222",3.62716267351061,-5.281399814412
"223",-5.27116983663291,-5.07816018071026
"224",-2.60383947752416,6.62257494870573
"225",6.48925158195198,2.2832334972918
"226",-3.32509660162032,6.10889049246907
"227",-6.37880432419479,3.44415411818773
"228",-5.22339671384543,4.00396906305104
"229",4.00142736267298,-5.85299951490015
"230",-3.85134062264115,6.02035622112453
"231",6.54206769075245,3.31510331481695
"232",-6.05648229829967,3.6533044744283
"233",6.22609611134976,2.92827120982111
"234",-1.56237227842212,6.33308162447065
"235",-6.8159936927259,-1.33501182310283
"236",-4.67297235503793,-4.46517956443131
"237",-6.7702021356672,1.79345707874745
"238",-6.30762871354818,-1.59749678801745
"239",5.84887630771846,-2.79554605018348
"240",-3.25410610064864,-5.9286426147446
"241",-4.75222839973867,-4.58519947715104
"242",6.5461356099695,1.78833319805562
"243",-5.86700468789786,-4.61300066672266
"244",-7.51492817886174,-1.42751177307218
"245",-5.34207444172353,3.64579795394093
"246",3.86836890131235,-5.07084636949003
"247",-5.85060838144273,-4.39249345101416
"248",-6.77607314195484,1.69381881598383
"249",1.40457681845874,7.33341369777918
"250",3.56013714335859,6.40858306549489
"251",-5.80446110107005,-3.47475404385477
"252",-5.67549918778241,-4.38639434985816
"253",-1.02427629753947,6.99466342106462
"254",7.7295796200633,0.103118293918669
"255",-0.960045838728547,-7.47531778179109
"256",-7.01163153164089,-1.42668879590929
"257",6.72223942354321,3.16131003201008
"258",-6.50744306854904,3.23531482834369
"259",-1.64301201701164,-6.82023061439395
"260",2.59375724475831,-6.21306993532926
"261",0.44997843913734,7.5048540905118
"262",-6.94332907907665,2.06911727320403
"263",-5.68886814638972,-4.4045713217929
"264",3.47129697911441,5.73342867661268
"265",2.60237343609333,7.01449385844171
"266",-7.65494608320296,-0.274202967993915
"267",-6.89469288568944,2.86894396413118
"268",4.90421238355339,-5.37455149460584
"269",-5.99276231136173,4.04717662837356
"270",7.11531005334109,1.02065013255924
"271",6.58980378415436,-0.484305284917355
"272",1.51716595515609,6.94436816498637
"273",1.19465454015881,7.43209603708237
"274",-3.2234861748293,-6.66493316181004
"275",7.05995543859899,1.93194760940969
"276",-2.99176778644323,7.12391829583794
"277",2.75248918216676,-6.9463526410982
"278",1.87480427324772,-7.34497568570077
"279",-1.78174515720457,-6.59259783104062
"280",-2.52095649484545,-6.27219112124294
"281",-6.51560011319816,-2.01694052200764
"282",-6.53015453368425,-1.85908127576113
"283",-7.22983023617417,-0.797527246177197
"284",1.60402610898018,-6.33115304168314
"285",5.82499675452709,4.65284255333245
"286",-4.14041639771312,6.49371671956033
"287",-1.93370860535651,6.26667663920671
"288",-2.24480940494686,6.46758187562227
"289",5.10023026261479,-4.50498875230551
"290",-1.53684320859611,-7.4356750305742
"291",-6.65996347088367,-3.04330288432539
"292",-6.347576957196,3.88057323172688
"293",-6.86681923922151,-3.40288056991994
"294",-3.39523793198168,-5.55706922430545
"295",-2.84058886114508,-5.81783792469651
"296",5.85749451071024,4.74985386710614
"297",5.69504994433373,-4.31491225026548
"298",-4.38917764928192,5.03114103339612
"299",-7.04645087011158,0.569268884137273
"300",4.38026691786945,-4.94395984802395
"301",-5.3291829302907,-3.89373045414686
"302",-6.26012830529362,-3.33899666555226
"303",4.79322980158031,4.66485769022256
"304",6.38053640723228,3.8782215397805
"305",7.32977381907403,1.38579645659775
"306",4.78711376897991,4.33337891940027
"307",5.55699841119349,4.57541975192726
"308",-7.39667667075992,1.71485254541039
"309",6.23063556384295,2.52189530525357
"310",4.79316653683782,5.12505303137004
"311",-7.17337378300726,-0.331431231461465
"312",-2.7056034700945,6.15845443680882
"313",5.20515081007034,-3.63821623846889
"314",1.09775475226343,6.88271350692958
"315",6.03269330691546,-3.76735136378556
"316",6.00560651626438,-4.72033832687885
"317",-2.63707307633013,7.14166443329304
"318",-4.0140483668074,-5.05336570553482
"319",6.26415428239852,-1.22610621154308
"320",5.60078370384872,5.063221976161
"321",4.46711069904268,-5.66496764309704
"322",3.97532910108566,-5.63571750652045
"323",-5.22369598504156,4.80477090924978
"324",-3.98540930822492,-6.03127796202898
"325",6.59583305940032,3.23143255896866
"326",6.20999923441559,3.92719129566103
"327",2.4987806705758,6.52954159770161
"328",-6.841233195737,-0.345778553746641
"329",6.89004364423454,-2.5903880270198
"330",-5.86799344979227,2.93519322760403
"331",-6.94564405828714,-2.80606822110713
"332",3.93806853797287,-6.00006591994315
"333",0.460591013543308,-7.08619622979313
"334",-6.71580634545535,3.7271196115762
"335",4.47852718178183,-5.30308405868709
"336",-1.46228664088994,7.08667208440602
"337",-4.52569728717208,5.29363401699811
"338",-3.58844248112291,-6.47079605609179
"339",7.3210457386449,-2.43544233497232
"340",-7.46103801298887,-1.29661980085075
"341",-5.52488468121737,-4.06541474629194
"342",3.8915411522612,6.50837933178991
"343",0.191400228068233,-7.21697794739157
"344",4.57091409247369,-6.09813428483903
"345",-5.34309149254113,5.30276482924819
"346",6.84496051631868,2.75582066271454
"347",0.234509673900902,-7.48490915633738
"348",-0.794454128481448,-7.56366521120071
"349",-2.89155871141702,-6.84301620814949
"350",5.09623812511563,4.23218470532447
"351",0.199897745624185,6.59801498055458
"352",3.09593320824206,-5.85069058928639
"353",-0.571552123874426,-7.42221564985812
"354",7.44273744057864,2.1231662388891
"355",-7.08773941267282,-2.66870867926627
"356",-5.95923682209104,2.53267724998295
"357",-0.719576375558972,6.40343942679465
"358",-5.77648732345551,-3.82607199251652
"359",-0.706192879006267,-7.39238563925028
"360",7.58722155354917,0.746980304829776
"361",1.82160786353052,6.59049114212394
"362",2.58127783425152,6.09145344235003
"363",-0.948400404304266,6.45224891137332
"364",-2.16855051461607,7.17365506570786
"365",-5.94231342896819,2.21669836901128
"366",7.2315295226872,1.43038801383227
"367",6.87607726547867,-0.980619518086314
"368",-3.34984351880848,-6.81301468517631
"369",4.61042478214949,-5.53277200087905
"370",7.22348355222493,0.282571786083281
"371",4.10299016162753,5.38206840865314
"372",-2.58149426896125,6.82122756261379
"373",-3.99154375772923,-5.03568101208657
"374",-6.4641060307622,2.17137011233717
"375",-6.88902265392244,-2.62028831522912
"376",3.96300492342561,-5.96437999513
"377",-4.96716926340014,-5.31309286132455
"378",-6.78488988894969,-1.74371458590031
"379",-6.98297324590385,1.19150439277291
"380",0.277168210595846,6.35073030367494
"381",3.75202845782042,6.13129421137273
"382",7.33377318363637,1.0521081648767
"383",-7.50950794667006,-0.871098525822163
"384",-5.45105142518878,3.93458710517734
"385",-0.524474931880832,6.57108005601913
"386",6.4920366788283,-2.60063245426863
"387",4.60677068680525,-4.52952341642231
"388",6.39004454482347,1.87398921232671
"389",-7.38092022482306,-1.99630987364799
"390",-0.196943078190088,-6.53258369769901
"391",-5.97324978094548,-2.49593645334244
"392",-6.45638902205974,2.27223640773445
"393",1.14931160584092,6.59367953892797
"394",6.83993653394282,3.27221326995641
"395",4.21667627058923,-6.33609470911324
"396",6.46553902421147,-0.836662529036403
